Sentence,Sentiment,TestRandomSentiment,TestVaderSentiment,TestKerasSentiment
get bore sit hotel room entire day,-1,-1,-1,-1
finally gotten online log km last two day errand family driver,0,0,0,0
im pretty sure miss watch yo niece,-1,0,1,-1
bgt shame wont get,-1,-1,-1,-1
dont like funeral,-1,-1,0,0
sunshine sunshine,0,-1,1,0
say hour go na,0,0,0,0
taxi q super im get headache,-1,-1,1,-1
finally night hangin,0,0,0,0
break leg dont real say p good luck,1,0,1,1
get home interest night,1,1,1,1
john bought four box,0,0,0,0
employee yayy im wish luck,1,-1,1,1
head hurt,-1,-1,-1,-1
round round garden amaze thing he still talk,1,0,1,1
slow youre fill screen maybe spread tweet,0,1,1,0
portugal spain sore throat scary,-1,0,-1,-1
feel sick day today,-1,0,-1,-1
aw good im glad happy jus chillin,1,1,1,1
didnt get msg bought princess,-1,1,0,-1
get back yesterday move furniture stuff house ship city sad,-1,-1,-1,-1
get back karaoke bar watch,0,1,0,0
heyy ok know suck ok,0,-1,1,-1
ah bad time hate exam feel time well suck haha,-1,-1,-1,-1
really sad probably wont get perfect tonight quiz without miss article shouldve ask someone,-1,0,-1,-1
thnx good night,1,-1,1,1
idk eh blah ugh blah idk hah um yah ugh ill,-1,-1,-1,-1
im work day monday try remember email youre smart youll remind,1,1,1,1
make school musical week,0,0,0,0
beautiful im live thick relax,1,-1,1,1
im mom company picnic lake storm game oh thing please mom,1,-1,1,1
class chem building see yeah,0,-1,1,0
excite paris ooh look forward know long long time lovely hug n kiss g,1,1,1,1
hadnt cry long time,-1,0,1,-1
want beta test saw thread result announce,0,1,1,0
im go back bed lol enjoy time gym ill sleep,1,0,1,1
get new ipod life good,1,0,1,1
yay excite,1,-1,1,1
im buffalo maybe time pay visit prefer town,0,1,1,0
year pretty sure im ready,-1,1,1,0
funny haircut talent banana,1,1,1,1
indeed,0,1,0,0
freakin migraine,-1,0,0,-1
dinner surprise party taylor,0,-1,1,1
always traffic head back long island friday,0,-1,0,0
hello,0,0,0,0
im need escape lol,0,1,1,0
haha okay talk middle college grad think get worried,-1,0,1,-1
think ill home want next week work book,1,-1,-1,0
ok time study bus law get ta test today,0,-1,1,0
good manage turn studio envy,-1,1,1,-1
bit sunshine u especially mountain towel wash get dry,0,0,1,-1
there spider room save,-1,-1,1,0
wan na read something recommend,0,-1,1,0
get dress friend wedding little tight place get ta work,0,0,1,0
dont know live middle nowhere house spider central,-1,1,0,0
ton fun w muffin today,1,1,1,0
im twitter dumb saw kind folk tweet sorry im ignore slow,-1,1,-1,-1
cook wan na,0,1,0,1
get grape please,0,0,1,0
go send photo dm cant follow,0,0,0,0
finally graduation school im sick today,-1,0,-1,-1
study math brought brain explode,0,-1,0,0
p team end world hope great race,1,-1,1,1
fight,0,0,-1,0
anyone know pc keep,0,-1,0,0
get ill send email lil bit lot say,0,1,-1,0
mother day minute west coast time happy mother day mother,0,-1,1,1
dont mind change profile pic picture uk itll fun,1,0,1,1
best could proof crack lol,1,-1,1,1
star trek actually really good,1,-1,1,1
neither could look ebay like two doubt parent would amount,-1,1,0,-1
thought gon na go house,0,-1,0,0
bed night every,0,1,0,0
heyy dude thats really hows monday x,0,-1,0,0
unfortunately stuck work cant get say prize,-1,0,-1,-1
next,0,0,0,0
help save dog didnt want friend though,0,-1,1,0
take nap,0,-1,0,0
thing feel rite,-1,-1,0,0
go next live chat,0,0,0,0
omj jonas best tv show ever,0,1,1,1
yummy curry save please lol,1,0,1,1
r give people actually thought way found someone,0,0,0,0
sit connection listen employee last shift,-1,-1,-1,0
dont recommend much enough action slow,-1,-1,-1,-1
wish go root,0,0,1,1
morning bill,0,1,0,0
gon na go outside daddy gon na take ride new,0,0,1,0
back soap soooo fun,1,0,1,1
dont call mother cause partner,0,1,-1,0
watch final break final prison break episode great farewell prison break miss,0,-1,-1,0
bought tv laptop deserve present,1,0,0,1
didnt see,0,-1,0,0
havin fun x btw isnt bowling,1,0,1,-1
miss,0,-1,-1,-1
law di r sore another baby girl family,1,1,-1,0
ha age ago youre la right weather much well,1,0,1,1
oh well get back lot picture,0,0,1,0
appreciate,1,1,1,1
nicky land pm like get home ugh wont fish fry left anyways,-1,-1,-1,-1
welcome new follower also,0,0,1,1
must miss sure ill make,0,0,-1,-1
awwww wont summer,0,1,0,0
go,0,-1,0,0
come left bah,0,0,0,-1
last full day vacation,0,0,0,0
suck school nothing,-1,-1,-1,-1
rd nkotb contest cant enter fan bound turn,0,0,-1,0
download music video ipod,0,1,0,0
im hungry,-1,1,0,-1
bed go dream world walmart store get blown,-1,-1,1,-1
morning get coffee,0,0,0,0
look bright think sun put guess lawn want cut,0,0,1,0
ohhh ok thats upset sorry waste time,-1,-1,-1,-1
hey mia go bed live,0,1,-1,0
agree mmm good miss eat tho,0,-1,1,0
pumped bum time,0,0,0,-1
forgot move hour home,0,0,0,0
bum cant see june hop uk soon,-1,1,0,-1
lie like name nowhere found,-1,0,1,0
still figure isnt update,0,0,0,0
two tweet go tweet,0,-1,0,0
get ta play wall first tho,0,-1,1,0
eye hurt,-1,-1,-1,-1
ti die dont know,-1,0,-1,0
line come,-1,1,-1,0
two go say oh nut wow need get,1,-1,1,-1
ng sorry si ate ruby,-1,1,-1,-1
thank accept request must take care little girl maybe write back later,1,1,1,1
bad mood,-1,1,-1,-1
cd player car broken much listen happy meal cd,-1,1,1,-1
way home,0,0,0,0
time let people know whats although often wonder bother hey itll soon christmas,0,0,-1,0
oh work poor boy,-1,-1,-1,-1
happy mother day gift mother ever equal gift life,1,0,1,1
found morning,0,-1,0,0
want get do miss work,-1,1,-1,-1
damnit send email right btw,-1,1,-1,-1
thats great ill make sure get copy,1,-1,1,1
go bed,0,1,0,0
pool party n blast friend make even home great conversation n lift day,1,-1,1,1
ah win,0,-1,1,0
get cleaning get tooth pull thurs get ta schedule bridge might need root,-1,-1,0,-1
update live,0,1,0,0
love paper fantastic day lord good constantly surprise,1,-1,1,1
game,0,0,0,0
im good im laptop use external internet plug need send away fix,1,0,1,1
still get home ready go sleep,0,0,1,0
good thanks nice even father thats cool thanks link btw,1,0,1,1
hour oh short weather know id usual hang window neighbour,0,-1,0,0
may th,1,0,0,0
im pub garden boil hannah likey,0,-1,0,0
happy mother day mom hope never join crowd,1,1,1,1
hm seem blog site,-1,0,0,-1
plan goodnight,1,0,0,1
really oh sorry yall lol,-1,0,1,-1
go study,0,0,0,0
headache morning instead,-1,1,0,-1
think love part say word even though smile say think bad,1,1,1,1
lovely sugar play amaze dog jack,1,-1,1,1
lucky im still work another hour,1,1,1,1
change default pic since youve show much love,1,-1,1,1
file get delete,-1,-1,0,-1
look great sick yesterday im sorry didnt really make effort say hi,0,1,1,0
dont worry youll get back soon kind distance run usually,1,0,1,1
kno shoulda come,0,1,0,1
dont know get hair cut,0,1,-1,0
guy come freeze,-1,0,1,-1
im cleaning ahhh,0,1,0,0
youre welcome youre welcome,1,1,1,1
greg back top love,1,0,1,1
thought dont till,0,0,0,0
two new favorite prayer help help help thank thank thank,1,-1,1,1
cover portfolio send dream job ny send good vibe,1,1,1,1
topic miss secret service u bush,0,-1,-1,-1
nice glass look good,1,-1,1,1
leave work minute go see new flat lunch mandy dad,0,1,-1,0
excite summer steve eric eagle death metal ahhh dead weather,1,1,-1,1
welcome th follower late ca time stayed meet,0,0,1,0
try go tell everyone go montreal check even people live,0,0,0,0
im far wan na go home,1,1,0,0
yeah accepted offer last night dunno ill still make ive slack lot lately,-1,1,1,-1
oh whoop bad,-1,-1,-1,-1
love da sexy ya beautiful sexy smart dont let call u cuz lady ya worth dat mean,1,-1,1,1
btw bot,0,0,0,0
fun tonight,1,-1,1,1
didnt think cant people nice would anyone think ok say much less make movie,-1,1,0,0
slightly event leave wait feedback though ill keep u post,0,0,-1,0
get nap relax night,1,1,1,1
must scar guy sad right,-1,-1,-1,-1
hm ever realize incredibly hotel become make sad,-1,-1,-1,-1
get ready college good sleep rainy day today love,1,-1,1,1
yeah xd close already xd talk u anything love u x,1,1,1,1
deserve much well hang good thing come wait,1,-1,1,1
miss,-1,-1,-1,-1
cuz love dont make sad,0,0,1,0
im sure play im workin til midnight,0,0,1,0
gon na miss gon na want back gon na wish day hadnt go fast true already miss year,-1,1,-1,-1
yay back home,0,1,1,1
plane forgot laptop home,0,1,0,0
wow serious hard time sleep keep wide awake wan na sleep,-1,1,1,-1
long hold wine without tip,0,-1,0,0
way short stack sway sway sway sway baby song,0,-1,0,0
miss,-1,1,-1,-1
car drove past house come back,0,0,0,0
want see come post,0,-1,-1,0
woken mum work,0,1,0,0
gon na head bed work see,0,0,0,0
read couple week ago work really well movie,1,1,1,1
didnt cry end sad see last episode er man good series,0,0,1,-1
oooh sound yummy get chance take pic please add website dont many pie,1,1,1,1
thx k bought second hand,0,-1,1,1
congratulation great site u,1,0,1,1
vacation golden time spamming google,1,1,-1,1
make sure come back comment,0,1,1,0
twitpic lol,0,0,1,0
favorite drink without lol,0,0,1,0
planning road trip san diego vega celebrate birthday bad wks away want go,0,1,1,0
meet folk b work weekend,0,0,0,0
today head hurt badly want see,-1,1,-1,-1
sorta need somehow forget e la practically exam revision time,0,1,-1,0
yeah guess make sad though scratch,-1,-1,-1,-1
wheres bus want go home,0,-1,1,0
would lovely ala cub would enough stop wreck house soak bone,-1,-1,1,-1
im feel much less alone love people mention idea talk,-1,-1,1,-1
happy mother,1,0,1,1
get back put laundry get last well long clean,0,0,1,0
traffic crawl right,-1,-1,0,-1
say thing yesterday tweet smart thing wise find real people,0,-1,1,0
ill try put together list portfolio put together along little bio free time school state,0,-1,1,0
proper dog much jump fault enough,-1,-1,-1,-1
need people talk please im bore x follow,-1,0,1,-1
session almost,0,0,0,0
lol wont dance,0,1,1,0
finally make dead space take half year,0,0,-1,0
im feel sad like new haircut,-1,-1,-1,-1
hahah thanks bump,1,0,1,1
ill add shop favorite love needle wrap right needle mess,1,-1,1,1
arent blue,0,1,0,0
hearing bird chirp make think nice rain rain go away,1,-1,1,1
try stay awake anyone tip keep awake,0,-1,0,0
yeah bought ticket jam august,0,-1,1,0
cant sleep morning come soon rest new day perfect day start new change,0,1,1,1
watchin jonas,0,0,0,0
feel super sick,-1,0,1,-1
_x three first week june,0,1,0,0
get ta say im little jealous,-1,0,-1,-1
yea mean direct u whoever u send see u direct msg someone who follow u,0,-1,0,0
think,0,-1,0,0
say le difference day,0,0,0,0
surgery wake,0,-1,0,0
oh yeah laptop fix shame internet still slow,0,0,-1,-1
thank follow,1,1,1,1
today fun meeting set soo,1,0,1,1
doesnt kno wat er,-1,-1,0,-1
hope hoe much much without though lol,1,-1,1,1
im sorry darling im place tonight didnt mean neglect,-1,0,1,-1
apple also center luck,-1,-1,-1,1
want bad go concert anybody go,1,0,-1,-1
jus spoke blow trial,0,-1,0,0
need best friend go shoe shopping tonight ala nowhere found,0,1,1,0
cheese onion best alice,0,1,1,1
forgot event ooh pity,-1,0,-1,-1
pleasure hey played go away nz party back lot burn brain,1,1,1,1
appreciate kind word glad word,1,-1,1,1
adventure enough baby gary,0,0,1,0
favorite band moment ya hahaha,1,1,1,1
best friend ticket see,0,-1,1,1
sit awe price renew laptop double matter week,-1,0,0,-1
still assignment play virtual farm,0,0,1,0
work,0,0,0,0
hungover crazy night im also bad book mother,-1,1,-1,-1
need go sleep tonight exhaust,-1,-1,-1,-1
guess youre respond dc thats case,0,1,0,0
surgery hey haha thought science oh knew swear thank,1,1,1,1
ive get headache,-1,-1,0,-1
really wrong time year didnt,-1,1,-1,-1
gooood morning,1,-1,0,1
want say hello,0,-1,1,0
wana fan,0,1,1,0
yeah still waitin,0,1,1,0
get em ï½ ive get one ï½,0,0,0,0
thanks guy follower,1,-1,1,1
bore,-1,-1,-1,-1
thanks follow mean lot love hey monday,1,1,1,1
love sweet every night,1,1,1,1
bore hehehe hate,-1,-1,-1,-1
stop,0,0,-1,0
mo,0,1,0,0
havent get much,-1,0,0,0
im join twitter lol,1,1,1,0
thank much ff,1,1,1,1
sun shin sky blue work,-1,0,0,0
um mr sir please follow twitter,0,0,1,0
watch woman good movie night breakfast dad morning,1,1,1,1
loll im college love blog theyre funny,1,-1,1,1
good topic,1,1,1,1
starbucks subway gift card christmas time get big trouble allow near purse,-1,0,1,-1
happy mother day lady moment child today let moment return,1,0,1,1
do read bit pas get cool week look forward,0,0,1,0
aw poor u dont let get u ignore n keep ur head held high lil girl lol,-1,0,1,-1
yup lol sweet year haha,1,1,1,1
listen new demo song go fantastic do,1,0,1,1
_marie hey beautiful whats,1,-1,1,1
lazy sunday,0,1,-1,0
really miss kitty,-1,1,-1,-1
gut feel say gon na boy,0,-1,0,0
yup study least im try try let stuff read enter brain,0,1,0,0
goodnight world,1,0,0,1
still aint get vanilla yet,-1,1,0,-1
know go sort,1,1,0,0
lose key mall take min find,-1,0,-1,-1
rice morning brings back good memory,1,1,1,1
google chrome forgot everything look like reason,-1,-1,1,-1
regret decision come office today miss bed,-1,-1,-1,-1
finally watch last couple episode office understand stop season,0,-1,-1,0
horrible dream scary face im awake rest night god dammit,-1,1,-1,-1
yes dont much problem naked girl chase however,1,0,1,-1
go maybe,0,-1,0,0
fool,0,0,-1,0
lucky face south hear see point,1,0,1,1
cant find hair tie hair spill place band doesnt work one hurt,-1,1,-1,-1
ppl dont miss follow superstar sunday,0,0,1,0
parent get start,-1,0,0,0
day left school tyler thats day,1,0,0,1
sad mom must peace dear family lose little girl,-1,-1,1,-1
pain id come wan na come eat lol roll eye,-1,0,-1,-1
sit outside cold ocean glass wine,1,1,0,0
wats get luck u guy beat la lol would like see best wish denver nugget cavs do,1,1,1,1
come back perth miss show,-1,0,-1,-1
stupid sun actually work,-1,-1,-1,-1
red wtf happen dark blue black,-1,1,-1,-1
happy mother day every single mom love mommy,1,1,1,1
im depressed right idk,-1,0,-1,-1
realize follower hey guy,0,0,0,0
worry noone get one next question start minute get think cap,1,0,-1,1
twitter right pic,0,1,0,0
promise post new mini magical village today weather perfect see preview,1,0,1,1
home maddie im tire goin bed afterwards,-1,0,0,-1
create monster oh get baby home safe sound,1,1,1,1
go life dont make next year suck good,-1,1,-1,-1
goin work,0,1,0,0
nope computer right need power supply im use old office machine,0,0,0,0
go fun night im help host,1,0,1,1
go softball photo studio piece back chore friday huh,-1,1,0,-1
two hour wait tire get repair,0,0,0,-1
thats real geek talk feel,1,0,-1,-1
aww sad,-1,1,-1,-1
hard tell think im right hope,0,0,1,0
want go iï½m tire anyways go work tomorrow,-1,1,1,-1
whats wrong theyve get coffee shop well,0,0,-1,-1
love one cool one skip brother get try u c haha,1,1,1,1
art coffee cake,0,1,0,0
thanks teach play part song,1,1,1,1
btw song youll always find ur way back home hannah montana,0,0,0,0
say wont winner week,0,-1,0,0
keep update,0,1,0,0
right wave,0,1,0,0
realize today last day see best friend im goin miss much,0,0,1,0
veronica gon na rock stage tomorrow happy mother day everyone,1,-1,1,1
im day spanish art view tomorrow revision extra free,-1,-1,1,0
stay play,0,1,1,0
im there food house,-1,0,0,0
nothing sit see mr p husband,0,-1,0,0
karma get hung lol im still big though,0,1,1,0
greenville drive game arent without baseball guy,-1,0,0,-1
case thats stupid move thought ba,-1,0,-1,-1
busy ugh large headache,-1,1,-1,-1
absolutely love thanks,1,0,1,1
one wheres dr work course,0,0,0,0
crew try hardest put great show fan appreciate tell get well soon,0,-1,1,0
haha follow john pretty funny guy want move la much fun,1,1,1,1
dont leave forever well miss much,-1,0,-1,-1
eat meeting time sigh well well want start work wait move new house,0,0,1,0
wonder show,0,0,0,0
_ hope film go well im new whole twilight couldnt picked well vampire,0,1,1,1
hott,0,0,0,0
oh hi good good gossip,1,-1,1,1
break daily build broke daily plan well,-1,1,-1,-1
drank sugar milk coffee coffee brain,0,1,0,0
im weekend expect way hot,0,-1,0,0
body decide good time wake every morning maybe wait dream,1,0,1,1
get early ton im head park run walk,0,-1,0,0
actually manage purchase anything store yet constant server error check,0,0,-1,0
come join fun first pitch legend game may th pm,0,0,1,0
doesnt mcdonalds make pineapple pie,0,1,0,0
spent last two week attempt grow beard scratch fear may look bit rubbish,-1,1,-1,-1
welcome,0,-1,1,1
feel fine,1,0,1,1
really want puppy,0,1,1,0
rain,0,0,0,0
one fan vip one winner twist vid si,1,-1,1,1
ok hubby really isnt go log anytime soon,0,1,1,0
first time,0,-1,0,0
sleep,0,0,0,0
cant hide tweetie icon change,0,-1,1,0
jason still read action bbl,1,1,0,0
kill gf bradie,-1,0,-1,-1
knew mom love flower love hang seem perfect,1,-1,1,1
happy mother day,1,-1,1,1
yep get look map get ta find place job,0,1,1,0
arent come montreal,0,0,0,0
yeah,0,-1,1,0
learn school,0,-1,0,0
goodnight happy mother day,1,0,1,1
well believe wouldnt miss world,1,1,1,-1
end work thank god accomplish number thing,1,0,1,1
indeed,0,1,0,0
tweet awesome heat thats,0,-1,1,1
really like pink saw live new tmobile advert,1,0,1,1
go london,0,1,0,0
promise thanks,1,0,1,1
wan na go shopping dont get paid till next week,0,-1,0,0
bank holiday youre happy know clap hand,1,-1,1,1
aw man im sorry reason promise study order tutor new student give,-1,0,1,-1
ive normal ppl consider night problem go sleep nightmare wake,0,1,-1,-1
oh ouch hurt wash machine get,-1,-1,-1,-1
day good spent day catch sleep relax kind lazy day hehe shopping resist,0,1,1,1
youre welcome char glad like cake pretty simple give try,1,1,1,1
go come venue say couldnt afford open cancel wish,-1,-1,1,-1
wide awake ready big shopping trip hope get sweet lot fancy clothes,1,0,1,1
thank gut follower mean lot,1,-1,1,1
everyone sing comet,0,-1,0,1
get really worried phone wouldnt fit glad happy mother day lol,1,0,-1,0
could go door right tomorrow farmer market right,0,1,0,0
whoever u u go always remember u come,0,-1,0,0
didnt see,0,0,0,0
hehe indeed actually nearly change bio dont panic want keep,0,-1,1,0
twitter,0,0,0,0
might sunny today ala new product must make etsy,0,0,1,-1
awesome spent day chillin lil b goin bed slowly gettin winter comin,1,1,1,1
talk hip,0,-1,0,0
miss senior already,-1,0,-1,-1
bout watch movie nd drink wit martin nd,0,-1,0,0
still eat still office get sick throat day leave air condition throat kill tour bus,-1,1,-1,-1
really ur get rid thats sad,-1,0,-1,-1
good,1,-1,1,1
sound really lol hate look,-1,1,-1,-1
none house im sure drive coffee stand bad thought would,-1,0,-1,-1
take math,0,1,0,0
anything surprise,1,-1,1,1
gon na watch jt snl tonight fan music think he hilarious pant way funny,-1,0,1,1
anyone want chocolate gon na go waste,0,1,-1,-1
live manchester england still never london,0,1,0,0
late see miss great time birthday remember call monday,0,0,1,0
may th happy star war day,1,1,-1,1
ive gotten much packed already lmao well little anyway either way good start,0,1,1,0
angry sad happy excite hate mood change right sad,-1,0,-1,-1
dia good morning return twitter,1,1,1,1
bummer phone get disconnect weekend birthday darn,-1,-1,-1,-1
yay eurovision fan twitter eurovision,1,-1,1,1
well close pretty eye count boring youll sleep time,0,0,1,0
think take medicine cuz laugh hard head much pain thought gud,0,0,1,0
today write two song one probably never perform ever one mother day happy everyone xoxo,1,1,1,1
maybe someday ya friend computer suck listen tomorrow meet,0,1,1,-1
call know stupid people,-1,0,-1,-1
make wish dog instead cat,-1,1,1,0
yeah hopefully maybe save get christmas find,1,0,1,1
woke still bed sunday r nothing day week,0,0,0,0
think amaze presentation whole keep review item tax thing shes awesome,1,1,1,1
totally do talk long find worth man,0,-1,1,-1
hello friend welcome twitter,1,1,1,1
eat nearly really reminds tour jonas brother dont miss much,-1,0,1,-1
dont like sick suppose take kid school bowling pizza,-1,0,1,-1
force eat red coz im starve there nothing else breakfast,-1,1,-1,-1
played dd bank holiday nice get many kill actually two though nd,1,1,1,1
travel alone make meet new stranger become friend,1,0,1,0
might enjoy one,1,1,1,1
_x hey know amaze sunburn mum isnt happy throat kill still,0,-1,1,0
get home another amaze night,1,0,1,1
_x brother move,0,0,0,0
im upload video youtube give link get load daily life amaze fun watch,0,-1,1,1
eww town fair tire smell horrible make sick,-1,0,-1,-1
clever headline sorry salt lake city yr,-1,-1,1,-1
happy mother day lovee,1,-1,1,1
fire rain james taylor fit style need sa audition perfectly cant find karaoke track high enough key,-1,-1,1,0
excite jon today good luck guy,1,1,1,1
ouch ate lot,-1,0,0,-1
slow hate get get,-1,0,-1,-1
gutted miss one night try leave early lol friend tire haha,-1,0,1,-1
oh dear bgt,0,-1,1,0
make new youtube background photoshop thanks,1,-1,1,1
wish every day,0,0,1,1
must time go home yes,0,0,1,0
hey tire travel friday,-1,1,0,-1
youre get island,0,1,0,0
well yeah thing basically give thought upset mom,-1,-1,-1,-1
get new bottom pole,-1,1,0,0
_ oh read,0,1,0,0
simple know use im glad youre okay x,1,-1,1,1
know yes dont remind im effin jealous time,-1,1,1,-1
yeah,0,0,1,0
doesnt go work tomorrow good time revision though,1,0,1,0
super bore friday night,-1,-1,1,-1
feel sick hmph,-1,0,-1,-1
hey cant seem get show online whats right,0,1,0,0
work today yesterday time card say work oh well hello weekend,0,-1,1,0
guitar aint yet feel like lose limb,-1,0,-1,-1
good bad thing another,-1,-1,-1,0
horrible sleep rather bad mood,-1,0,-1,-1
pretty cold outside today get another exam,0,0,1,0
doubt go,0,-1,-1,0
cavs easy route denver,1,0,1,1
good afternoon sort rainy monday lazy day daughter round roast dinner,1,0,0,1
run errand little man maybe wont act like year old today,0,1,-1,0
look exactly like get guitar hand,0,-1,1,0
nobody write,0,-1,0,0
post late get back see star trek awesome,1,-1,1,1
school tire didnt hear text last night lol still tire love jesus christ,0,1,1,0
im gettin nd watch movie nd couple drink nd shot ill try get get back,0,0,-1,0
school eat salad,0,0,0,0
answer never learn write french basic stuff,-1,0,0,-1
epic moment delete sims file spent hour building set favorite food wrong,-1,-1,0,-1
im genius put rug wash machine left fold door half open machine move door wont close open shake head,0,0,1,0
thats fair cant vote say voting close vote everyday could vote like x,-1,1,1,-1
get back km run really good,1,1,1,1
dunno man bout mmmmmm dont gots,0,0,0,0
ran outta bathroom pass maybe mr french nice today,0,1,1,1
hate fact nice im inside,0,0,-1,-1
ugh neck really hurt im,-1,0,-1,-1
knowledge xmen start scare,-1,-1,-1,-1
new video sooo good addict,1,-1,1,1
god piss always enter comp never sore loser,-1,-1,1,-1
_ curry yesterday lol love seafood,1,1,1,1
except move,0,0,0,0
whats scene people,-1,1,0,0
u suppose leavin,0,-1,0,0
people idea depress able eat,-1,1,-1,-1
get saturday frame sign last night aswell night,1,0,0,1
good morning jess want say thank everyone follow u tell friend u please,1,0,1,1
think new oh yes btw stay bit yesterday wont bad beat,1,0,1,-1
ahhh finally go save hahaha,0,-1,1,1
sorry u toooo,0,1,-1,-1
cupcake call anything even certain,-1,1,-1,0
burnt,-1,-1,0,-1
oh hope find kitten,1,1,1,1
bore,-1,-1,-1,-1
people mood swing make somewhat sad cant feel,-1,-1,-1,-1
get copy wan na watch also,0,0,0,0
write essay abt didnt go well try break america lot money burn,-1,1,-1,-1
rush get open get pull sad,-1,0,-1,-1
relax bed go sleep nice get house tonight,1,0,1,1
truly impressive cant come close take whether web need sub new level though,1,-1,1,1
like football,0,0,1,0
thank jon thats sweet,1,-1,1,1
_ miss today great day ever im burnt lmfao nice tan ride hr,0,1,1,0
perhaps start include magic tweet btw didnt write magic ur tweet,0,-1,0,-1
feel like,-1,0,1,-1
im sorry want call aim couple hour need vent,-1,1,0,-1
ya would gain work today,0,-1,1,1
head,-1,-1,0,0
cant wait crack open doubt learn well support,1,-1,1,1
last night come tomorrow wont even remember double sad face haha word lily allen fair,-1,1,1,0
lol go okay far tell test today zone get like,1,0,1,0
make want cry grown men discus character child,-1,1,-1,-1
go eat breakfast jay jay cafe one,0,-1,0,0
fml step needle ouch,-1,1,0,-1
well rite gt headache,-1,1,1,-1
wonder actually week bar pack peep r leavin,-1,-1,0,0
wake gon na great day today see im sore run yesterday,1,0,1,1
broke shes since three,-1,0,-1,-1
headache suck especially stress related one use get lot,0,1,-1,-1
really like lady,1,1,1,1
get new wednesday soo sweet cant wait long though,1,1,1,1
chili cheese fry bad idea lunch,-1,0,-1,-1
youre absolutely welcome love happy able help make moment happen,1,1,1,1
youre gon na paint oh well,0,-1,1,0
join twitter hiya world,0,1,1,0
indeed get song however unable listen,0,0,0,0
decide want see sweetie cant,-1,1,1,1
feel well still cough move yet impossible,0,0,1,0
really big spider floor two away actually little scar,-1,-1,0,-1
tell grandmother say hello,0,0,0,0
ah comedy central morning till guess go morning,0,-1,1,0
feel slightly well sure miss go hard get mess,0,0,-1,-1
need get shut eye cant let try time ta ta twitterworld,0,1,0,0
plant bush kitty hug today,0,1,1,0
cry reading card give hug next thing knew cry haha cry baby love,0,0,1,0
cant wait new album ack two month,1,1,0,0
ff later busy make plan today gon na dc june game,-1,1,1,0
see make super green lot,1,-1,1,0
like double post twitter lol dont take anything,0,0,1,0
friday feel boring time fun today much mood either,-1,-1,1,-1
excuse there long b yr fun night start lol,1,-1,1,1
fair enough actually dont give xmen mad max fine,1,1,1,-1
wake keep awake please today go long already feel eww,-1,1,1,-1
dont depress stay weekend someone else wait kid,-1,0,1,-1
girl stay invite hahaha phone call check,-1,0,1,0
fair want sticker move away london,-1,-1,1,-1
start day little light,0,0,0,0
tire,-1,-1,0,-1
glad learn ice cream cal bad mission mall,0,1,-1,0
loll course tooo love new song toooo,1,0,1,1
traffic way home traffic light karma big check,1,-1,0,0
hard copy doc write comment realize forgotten write ie hardly recognize read back,-1,-1,-1,-1
luv someone fear wish someone,0,1,-1,0
morning everyone hope great sunday,1,-1,1,1
look like twitter,-1,0,1,0
beautiful song anyone could use pick tonight,1,1,1,1
exactly thats first time saw reply jon never go oh fun new phone,1,0,-1,1
nah really tape go mm time ive year love x,1,1,1,1
thank business exam tomorrow,1,0,1,1
least legal u werent drive u get ticket big smile,0,1,1,0
yup work,0,1,0,0
oh love em think kind theyre use stay kinda make sick,0,1,1,0
dad drunk today successful,1,0,1,1
marriage isnt legal everywhere,-1,0,-1,-1
im go cinema cause im cool yeah im tomorrow tho ill make sure,0,0,1,1
nope travel want pay,0,0,0,0
good morning david happy mother day mom lol bad u cant awesome,0,1,1,0
broke,0,1,-1,-1
nasty cough cant sick huge weekend ahead,-1,-1,-1,0
really enjoy star trek great movie amaze special effect definately recommend even,1,1,1,1
photo lovely knew talented photographer,1,-1,1,1
wonderful spend mother day mum,1,1,1,1
catch dvd rent yesterday crack figure minute movie,1,1,0,1
lovely weekend,1,0,1,1
call,0,-1,0,0
dublin,-1,0,0,-1
jealous im right,-1,0,-1,-1
give shout people twitterville,0,0,0,0
side,0,1,0,0
today maintenance day flat lot little work,0,-1,0,0
fan either team head say foot say pen heart doesnt care go king,0,-1,-1,0
busy lovely time,1,-1,1,1
great chat friend he totally put mind,1,0,1,1
ive problem charm fast mean ill cross finger,-1,-1,-1,-1
year cant catch wont ny till,0,0,0,0
oh sure thx,1,-1,1,1
cant comment someone im alone,0,1,-1,0
respond email,0,1,0,0
dont even know sport social enterprise mean,0,-1,0,0
great awesome cry cuz want bad,0,0,1,0
right pull chair welcome,1,-1,1,1
even papa battle bc history channel,1,0,0,-1
really smoke,0,0,0,0
bloody sunburn,-1,0,-1,-1
yeah big chill good food good music great weather cool day bro,1,1,1,1
awwww im sorry change picture rock like,0,1,1,-1
ohhh cant fun hell man look like get do today,-1,-1,1,1
gon na ask boom boom morning,0,1,0,0
dont forget follow emma london like say would wish call cost ï½,1,0,1,0
im gon na miss grand go try sneak back room,-1,1,1,-1
close tennessee,0,-1,0,0
gon na tell ya,0,0,0,0
try wake find hard,-1,1,-1,-1
need play something mary everyone know thats room get tidy,0,1,1,0
omg see sun moon place theory person,-1,0,0,0
europe sound gr finish exam well talk,1,-1,1,1
oh god end first course dont believe yeh many exam everything wonderful,1,1,1,1
im sick sad cold,-1,-1,-1,-1
shut,-1,1,0,-1
guess ill drive back nine hour,0,-1,-1,0
